	datetime-publish	author	section	award	word_count	accountability_index	logistical_record_index	anecdotal_data_index	quant_data_index	investigation_index	breaking_news_index
86	1306987200.0	JOHN DIEDRICH, jdiedrich@journalsentinel.com JOHN 	B News A News A News A News A News	1	6523	18	31	426	32	0	2
87	774504000.0	BUSTER OLNEY Alexandra Mester Vytas Mazeika / Dail	NEWS LOCAL SPORTS SPORTS Local Sports - Local News	1	73536	36	7	27422	763	0	73
88	1526961600.0	none	melinda henneberger	1	555	1	0	0	0	0	0
89	1406260800.0	Lisa Falkenberg	B	1	1388	1	2	254	5	0	0
90	396158400.0	Frank Saldana BOB JAGOLINZER BOB WYSS BOB WYSS THO	LOCAL BRWD N FRONT LOCAL        NEIGHBORS NEWS NEW	1	191433	374	91	99110	1401	0	21
91	1287806400.0	Peter Ford	USA	1	655	0	0	59	7	0	0
92	1383019200.0	Chris Hamby Chris Hamby Chris Hamby	Environment Environment Environment	1	11322	96	2	26	68	0	0
93	889765200.0	Roseann Moring / World-Herald staff writer Staff W	News Simplemost Opinion Business Sportsextra News 	1	86726	43	9	25902	928	0	95
94	1537675200.0	Anna Claire Vollers   avollers@al.com Anna Claire 	A A A	1	7211	12	0	0	36	0	0
95	924667200.0	none	1A SECTION	1	106	0	0	0	1	0	0
96	1253764800.0	Daily Star Staff GEORGE W. RHODES SUN CHRONICLE ST	POLITICS Local News BUSINESS AND FINANCE News SPOR	1	88441	52	15	32915	938	0	16
97	1447563600.0	JESSICA SILVER-GREENBERG & MICHAEL CORKERY	Business	1	1979	6	8	341	17	0	0
98	1446440400.0	Jessica Silver-Greenberg and  Michael Corkery	A	1	533	6	4	30	5	0	0
99	1092369600.0	ROBERT SCHWANEBERG	NEWS	1	934	1	0	108	5	0	0
100	1435550400.0	HILTON ALS	The Theatre	1	1522	1	0	0	3	0	0
101	1512363600.0	Amy Julia Harris and Shoshana Walter	All Work. No Pay.	1	1859	7	2	427	7	0	0
102	1400644800.0	Ta-Nehisi Coates Ta-Nehisi Coates Ta-Nehisi Coates	News News News News	1	32702	12	4	80	308	0	2
103	1391576400.0	Vince Patton Oregon Public Broadcasting Vince Patt	News News	1	1499	2	4	799	20	0	0
104	1409112000.0	none	none	1	2939	4	0	0	5	0	0
105	1279512000.0	Priest, Dana Priest, Dana Dana Priest and William 	PRINTNonfictionAdult PRINT / Nonfiction / Adult Lo	1	15743	26	8	1322	208	0	2
106	1350187200.0	none	News Local Viewpoint	1	9401	16	14	376	182	0	0
107	1303876800.0	Times-Dispatch Staff ANGIE DROBNIC HOLAN News staf	Metro News Virginia News NATIONAL breaking_news Ne	1	91625	84	25	48403	2224	0	9
108	1383105600.0	Brooke Baldwin, John Sutter, Ivan Watson, Danny Ce	News; Domestic News; Domestic	1	7608	4	0	46	60	0	0
109	1525320000.0	Caitlin Flanagan	News	1	2363	1	0	217	10	0	1
110	1139461200.0	Daily Star Staff Anastasiya Lebedev Daily Star Sta	none	1	107220	51	6	44561	1175	0	2
111	1360818000.0	Bill Wichert KATIE SANDERS ANGIE DROBNIC HOLAN BEC	New Jersey LOCAL NATIONAL Metro News Metro News Me	1	108033	90	21	63767	2774	0	24
112	1482296400.0	LAURA REILEY	TASTE	1	1030	0	0	72	8	0	0
113	1518757200.0	Aaron Glantz and Emmanuel Martinez	Kept Out	1	320	0	1	27	3	0	0
114	1026792000.0	DINA V. MONTES MICHAEL MCGUIRE Sun Staff Writer  C	Front Region News News Front Local & State A secti	1	107229	49	2	53503	1258	0	10
115	1324184400.0	none	LOCAL	1	3904	5	1	613	27	0	0
116	781934400.0	William Booth William Booth	NEWS INDYGO Washington Post National Weekly	1	3465	0	0	200	14	0	0
117	1388293200.0	MICHAEL LAFORGIA; WILL HOBSON	NATIONAL	1	2302	3	2	257	10	0	0
118	474786000.0	Wes Venteicher CHERYL JOHNSON; STAFF WRITER Staff 	News NEWS Metro & New Mexico Letters To The Editor	1	83440	229	61	36542	894	0	11
119	1349496000.0	none	A Section	1	896	1	3	148	18	0	0
120	1348977600.0	none	Asection News	1	1180	7	0	372	14	0	0
121	1092369600.0	JEFF WHELAN AND JOHN HASSELL	NEWS	1	2109	3	0	1147	8	0	3
122	498628800.0	Kevin Collison	LOCAL LOCAL NORTHWEST PLUS LOCAL NORTHWEST PLUS WE	1	70651	81	11	31941	799	0	0
123	1485320400.0	Peter Hecht	Main News	1	992	2	0	155	9	0	0
124	1349409600.0	JANE GLENN CANNON Times Staff Staff Reporter Staff	NEWS NORMAN/STATE Cedar Lake LOCAL NEWS News BUSIN	1	86106	14	0	50145	1074	0	6
125	1367726400.0	none	MAIN NEWS	1	2868	8	0	509	20	0	0
126	1059969600.0	none	Local	1	642	1	0	0	6	0	0
127	1374811200.0	none	MAIN NEWS	1	968	4	1	149	6	0	0
128	1034827200.0	JO ANN ZUNIGA, ROBERT LOPEZ Hannelore Volpe, Staff	A LOCAL & STATE NEWS News Local News News News SOU	1	97525	247	19	44070	998	0	23
129	1416459600.0	Gene Schinzel Staff Writer Metro Metro Staff Write	Sports Nation World NEWS News News National Editor	1	80863	66	0	17351	957	0	12
130	1033531200.0	Doug Grow Anna Badkhen Joshua R. Smith News-Post S	NEWS NEWS Archives NORTHEAST TARRANT TOP STORIES T	1	196089	135	4	96417	1980	0	17
131	1259038800.0	Nathan Crabbe Quad-City Times Staff Staff Reporter	Metro News Zones Local News News - Local Jewish Jo	1	87257	25	17	48668	1106	0	2
132	1049518800.0	Ko Shu-ling Staff Writer Aissatou Sidime Melanie W	News Opinion Business: The Argus Business local-ne	1	95875	100	33	48329	1101	0	6
133	1347768000.0	BRAD SCHRADE; STAFF WRITER	NEWS	1	1655	5	3	228	12	0	0
134	760597200.0	DANIELLE PAINE John Wilkens Tom Fruehling Valerie 	SECOND NEWS WEEKEND Neighbor NEIGHBORHOODS PLUS LO	1	109749	53	1	28221	1201	0	1
135	1398052800.0	Anthony Ronzio Anthony Ronzio	none	1	272	0	0	3	1	0	0
136	1435636800.0	Bernice Yeung Bernice Yeung	Labor and Employment Labor and Employment	1	3860	17	0	159	19	0	0
137	1094097600.0	Connie Schultz	Arts & Life	1	611	1	0	0	2	0	0
138	1466913600.0	Elyssa Cherney, Christal Hayes and David Harris, S	A Section	1	1395	2	1	185	21	0	5
139	482562000.0	David Hendee TOM BOWER Mary Hart; Staff Writer SON	NEWS GASTON OBSERVER Nation NEIGHBORS BSW Californ	1	99761	42	6	37993	1334	0	0
140	1355634000.0	none	MAIN	1	1330	0	0	248	16	0	3
141	1400385600.0	Lucas Sullivan Lucas Sullivan Lucas Sullivan Josh 	News News News News News News News News News News 	1	23636	114	20	3586	151	0	2
142	993528000.0	Margaret Zack Staff Writer	NEWS Community Local FEATURES MAGAZINE LIFE & STYL	1	5006	14	2	559	28	0	2
143	1367380800.0	Lisa Falkenberg	A	1	1188	0	0	188	9	0	0
144	1092369600.0	JONATHAN SCHUPPE AND MATTHEW FUTTERMAN	NEWS	1	1048	0	0	179	8	0	0
145	1466136000.0	Sarah Ellis Sarah Ellis	News NEWS News	1	2293	0	0	1384	10	0	5
146	1521086400.0	David Smiley Staff Writer Wayne K. Roustan and Eri	News News Local & State News News Local Local & Bu	1	102968	51	27	49871	1010	0	139
147	1349928000.0	David Hasemyer, InsideClimate News	News	1	1532	3	0	293	17	0	0
148	1080795600.0	CONNIE SCHULTZ	Arts & Life	1	567	0	0	0	1	0	0
149	647409600.0	Clytie Bunyan Chip Minty DAVID PHELPS; STAFF WRITE	SPECIAL SECTION THE NORMAN OKLAHOMAN BUSINESS I A 	1	12658	1	0	6342	119	0	0
150	774504000.0	BUSTER OLNEY Alexandra Mester Vytas Mazeika / Dail	NEWS LOCAL SPORTS SPORTS Local Sports - Local News	1	73536	36	7	27422	763	0	73
151	1393131600.0	Laylan Connelly staff writer LOUISE WREGE - HP Sta	LIVING HuntingtonBeachN Local News A&E Business Ne	1	81435	23	10	47254	975	0	8
152	1507176000.0	Christine MacDonald	News	1	3069	6	1	476	38	0	0
153	1513141200.0	John Archibald jarchibald@al.com John Archibald ja	News News News	1	1791	9	0	0	0	0	0
154	1403064000.0	Thomas Frank, @ByTomFrank, USA TODAY	NEWS	1	3670	5	8	436	53	0	1
155	1331524800.0	ALBERTO ARCE MARTHA MENDOZA and ALBERTO ARCE ALBER	Internacional Internacional Internacional Internac	1	205575	216	3	131086	2771	0	0
156	671342400.0	none	News LOCAL	1	1441	0	2	706	18	0	0
157	1293339600.0	MARK JOHNSON and KATHLEEN GALLAGHER, markjohnson@j	A News A News	1	7287	11	0	973	25	0	0
158	1224561600.0	DAMIAN CRISTODERO Howard LaFranchi JUSTO BAUTISTA 	SPORTS USA LOCAL NEWS Opinion & Letters Arts & Ent	1	182716	126	8	73800	1642	0	15
159	1047445200.0	By JENNIFER V. HUGHES, STAFF WRITER Melody Chen St	LOCAL Metro/Region VOLUSIA Local News News Mailbag	1	94430	191	38	44136	822	0	9
160	1291525200.0	none	1A SECTION 1A SECTION 1A SECTION	1	8119	1	0	2983	81	0	0
161	1482037200.0	LAURA REILEY	NATIONAL	1	2218	8	0	430	13	0	0
162	1249444800.0	none	Entertainment, Television, Culture	1	1027	0	0	57	3	0	0
163	1186718400.0	none	Financial	1	929	10	0	12	3	0	0
164	816411600.0	Dave Gosch Paul Gustafson; Staff Writer DAVID A. V	SOUTH JERSEY NEWS LOCAL B LOCAL & STATE News NEWS 	1	100363	176	37	43321	706	0	3
165	513493200.0	Staff Reporter, FRANK MORTIMER SUN CHRONICLE STAFF	LOCAL TAMIL NADU News CITY & REGION LOCAL Today Co	1	131848	279	54	72096	1024	0	3
166	1446958800.0	Rene Stutzman, Staff Writer Rene Stutzman, Charles	A Section A Section A Section A Section A Section 	1	9859	28	18	7061	206	0	9
167	1092369600.0	ROBIN GABY FISHER AND SUSAN LIVIO	NEWS	1	540	0	0	198	1	0	0
168	1380427200.0	RUKMINI CALLIMACHI	NEWS11 Domestic	1	4467	0	0	1152	23	0	5
169	721371600.0	Staff Writer STAFF Staff Writer Staff Writer Felic	News OPINION Letters B - REGION news Letters Relig	1	20586	9	1	5458	526	0	0
170	482562000.0	David Hendee TOM BOWER Mary Hart; Staff Writer SON	NEWS GASTON OBSERVER Nation NEIGHBORS BSW Californ	1	99761	42	6	37993	1334	0	0
171	861768000.0	Staff Writer Pat Doyle; Staff Writer BOB BURTT Sta	BNews Mailbag NEWS Area/State LOCAL Metro Alaska C	1	101212	41	6	41960	1307	0	0
172	1409889600.0	Lisa Falkenberg	B	1	930	1	3	164	5	0	0
173	525412800.0	BRUCE MURPHY Staff writer, with CNA Staff Writer M	LOCAL STORIES A News Front Page Letters To The Edi	1	215205	86	15	120180	3363	0	10
174	1145937600.0	Staff Correspondent Staff Reporter  ERIN L. NISSLE	LOCAL NEWS LOCAL & STATE NEWS News: The Bolton New	1	92520	173	47	45307	675	0	1
175	1424667600.0	EMILY NUSSBAUM	On Television	1	3573	0	0	0	4	0	0
176	1445227200.0	none	US news US news	1	4179	4	8	0	75	0	0
177	1066795200.0	none	none	1	663	0	0	118	11	0	2
178	1431316800.0	EMILY NUSSBAUM	On Television	1	1172	1	0	0	3	0	0
179	1491969600.0	Staff Writer Staff Writer Staff Writer Staff Write	News News News News Opinion News News Opinion Opin	1	70871	363	6	25912	522	0	215
180	1563163200.0	Urbina, Ian	PRINT / Nonfiction / Adult	1	33	0	0	0	0	0	0
181	1444363200.0	G.W. Schulz	Criminal Justice	1	5672	11	8	953	40	0	10
182	1445832000.0	HILTON ALS	The Theatre	1	1241	0	0	0	2	0	0
183	755672400.0	Tracey-Lynn Clough JULIO V. CANO JEFF COLE LILLIAN	LOCAL NEWS News Ozaukee Washington LOCAL LOCAL NEW	1	100678	95	12	54933	1430	0	0
184	577944000.0	Camaron Kao David Hench dhench@pressherald.com Sta	LOCAL Business News News News Visions News News Op	1	88280	46	10	23645	1307	0	3
185	1503806400.0	Julia Prodis Sulek, jsulek@bayareanewsgroup.com Ju	News Front	1	7882	18	2	4053	33	0	0
186	921301200.0	Staff Writer Joe Kimball Michael Rychlik Michael R	Metro News SPORTS Obituaries NEWS SPORTS SPORTS SP	1	8263	2	0	6193	160	0	1
187	809496000.0	KURT LOFT BRIAN C. JONES	UNITED STATES COMMENTARY Business	1	4441	2	2	776	53	0	0
188	1267074000.0	CATHARINE RICHERT BECKY BOWERS DAVID DECAMP LOUIS 	TAMPA BAY NATIONAL BUSINESS TAMPA BAY NATIONAL NAT	1	87020	61	30	40936	1964	0	1
189	1125374400.0	none	NATIONAL WEB EDITION	1	964	0	0	107	8	0	0
190	1368936000.0	none	MAIN METRO MAIN MAIN MAIN MAIN MAIN	1	17230	58	38	12320	149	0	1
191	557899200.0	Sherry Jacobson Lawrence E. Young Sherry Jacobson 	NORTHWEST PLUS NORTHWEST PLUS NORTHWEST PLUS NEWS 	1	77286	19	4	32695	817	0	1
192	1301371200.0	Susan Snyder, John Sullivan, Kristen A. Graham, an	WEB LOCAL	1	7979	10	3	3919	89	0	0
193	1005886800.0	Paul Hammel Jonathan Osborne, AMERICAN-STATESMAN S	More Local News Weekend LOCAL NEWS PHILADELPHIA & 	1	95747	20	2	61575	1278	0	0
194	488606400.0	Acorn Staff Jie Jenny Zou Stephen Whitty MABEL PER	News NEWS Lifestyles South Sound & Local Asection 	1	74381	41	9	35288	593	0	6
195	1427688000.0	EMILY NUSSBAUM	On Television	1	1243	2	0	0	0	0	1
196	1058500800.0	none	Local	1	679	0	0	0	2	0	0
197	591508800.0	Gary Peterson, STAFF COLUMNIST Katherine Peralta S	News Community News News DanaPoint Society News Ar	1	93243	32	7	45609	992	0	20
198	1301544000.0	none	News	1	1356	11	0	139	22	0	0
